Model Year,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,weight,con,CO2 Emissions(g/km),SP,PK,SEAT,Lux,L,M,S,Cluster,Predicted_CO2,select
2022,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,4725.0,PorscheCayenne S CoupeSUV: Standard2.96AS8,305,0,0,0,1,0,0,0,3,292.18884,0
2022,Cadillac,Escalade 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5822.0,CadillacEscalade 4WD (No Stop-Start)SUV: Standard6.28A10,353,0,0,0,0,1,0,0,4,330.43414,1
2022,Audi,SQ8 quattro,SUV: Standard,4.0,8,AS8,5005.0,AudiSQ8 quattroSUV: Standard48AS8,325,0,0,0,0,1,0,0,2,301.2169,0
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3.0,6,A9,5082.0,Mercedes-BenzAMG GLE 53 4MATIC+ CoupeSUV: Standard36A9,292,0,0,0,0,1,0,0,3,286.59396,0
2022,Audi,SQ7 quattro,SUV: Standard,4.0,8,AS8,5291.0,AudiSQ7 quattroSUV: Standard48AS8,325,0,0,0,0,1,0,0,2,321.45523,0
2022,Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,AM7,3156.0,Porsche718 Boxster GTS 4.0Two-seater46AM7,260,0,0,0,1,0,0,0,3,323.33487,0
2022,Porsche,718 Boxster GTS 4.0,Two-seater,4.0,6,M6,3156.0,Porsche718 Boxster GTS 4.0Two-seater46M6,284,0,0,0,1,0,0,0,3,323.33487,0
2022,Land Rover,Range Rover Sport P360,SUV: Standard,3.0,6,AS8,5135.0,Land RoverRange Rover Sport P360SUV: Standard36AS8,269,0,0,0,0,1,0,0,3,280.35526,0
2022,Land Rover,Range Rover P360,SUV: Standard,3.0,6,AS8,5135.0,Land RoverRange Rover P360SUV: Standard36AS8,279,0,0,0,0,1,0,0,3,280.35526,0
2022,Land Rover,Range Rover Sport P525,SUV: Standard,5.0,8,AS8,5254.0,Land RoverRange Rover Sport P525SUV: Standard58AS8,294,0,0,0,0,1,0,0,4,308.69632,0
2022,Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,AM7,3166.0,Porsche718 Cayman GTS 4.0Two-seater46AM7,260,0,0,0,1,0,0,0,3,323.33487,0
2022,Porsche,718 Cayman GTS 4.0,Two-seater,4.0,6,M6,3166.0,Porsche718 Cayman GTS 4.0Two-seater46M6,284,0,0,0,1,0,0,0,3,323.33487,0
2022,Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3.0,6,A9,5016.0,Mercedes-BenzGLS 450 4MATIC SUVSUV: Standard36A9,269,0,0,0,0,1,0,0,3,309.42264,0
2022,Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,4453.0,PorscheCayenne SSUV: Standard2.96AS8,307,0,0,0,1,0,0,0,3,288.54956,0
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3.0,6,A9,5082.0,Mercedes-BenzAMG GLE 53 4MATIC+ SUVSUV: Standard36A9,283,0,0,0,0,1,0,0,3,286.59396,0
2022,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3.0,6,AS8,4773.0,AudiA8 L Sedan 55 TFSI quattroFull-size36AS8,248,0,0,0,0,1,0,0,3,285.4804,0
2022,BMW,X6 M,SUV: Standard,4.4,8,AS8,5060.0,BMWX6 MSUV: Standard4.48AS8,364,0,0,0,0,1,0,0,2,306.90353,0
2022,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,5115.0,BMWX6 M50iSUV: Standard4.48AS8,302,0,0,0,0,1,0,0,2,338.3578,1
2022,Land Rover,Range Rover Sport HST P400,SUV: Standard,3.0,6,AS8,7716.0,Land RoverRange Rover Sport HST P400SUV: Standard36AS8,269,0,0,0,0,1,0,0,3,282.9088,0
2022,Land Rover,Defender 90 P400,SUV: Standard,3.0,6,AS8,4780.0,Land RoverDefender 90 P400SUV: Standard36AS8,287,0,0,0,0,1,0,0,3,289.94916,0
2022,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,5854.0,LincolnNavigator 4X4SUV: Standard3.56AS10,311,0,0,0,0,1,0,0,3,332.74216,1
2022,Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,4313.0,Alfa RomeoStelvio AWD QuadrifoglioSUV: Small2.96A8,288,0,0,0,0,0,1,0,3,294.59363,1
2022,Audi,S7 Sportback quattro,Mid-size,2.9,6,AS8,4486.0,AudiS7 Sportback quattroMid-size2.96AS8,254,0,0,0,0,1,0,0,3,283.14706,0
2022,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6,A9,4429.0,Mercedes-BenzAMG E 53 4MATIC+ CoupeSubcompact36A9,239,0,0,0,0,1,0,0,3,286.6415,0
2022,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2.0,4,AM7,3781.0,AudiA5 Sportback 45 TFSI quattroMid-size24AM7,205,0,0,0,0,0,1,0,0,226.03584,0
2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,4123.0,CadillacCT5-V BlackwingMid-size6.28AS10,346,0,0,0,0,1,0,0,4,341.4857,1
2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,4123.0,CadillacCT5-V BlackwingMid-size6.28M6,356,0,0,0,0,1,0,0,4,341.4857,1
2022,Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,8100.0,Ram1500 4X4 TRXPickup truck: Standard6.28A8,465,0,1,0,0,0,0,0,4,327.10614,1
2022,Maserati,Ghibli Modena AWD,Mid-size,3.0,6,A8,3990.0,MaseratiGhibli Modena AWDMid-size36A8,293,0,0,0,1,0,0,0,3,302.83298,0
2022,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,5.0,8,AS8,5378.0,JaguarF-TYPE P450 Convertible AWDTwo-seater58AS8,299,0,0,1,0,0,0,0,4,338.36353,1
2022,BMW,X5 M,SUV: Standard,4.4,8,AS8,5455.0,BMWX5 MSUV: Standard4.48AS8,364,0,0,0,0,0,1,0,2,329.7567,1
2022,BMW,X5 M50i,SUV: Standard,4.4,8,AS8,5260.0,BMWX5 M50iSUV: Standard4.48AS8,302,0,0,0,0,0,1,0,2,332.79428,1
2022,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6,A9,4416.0,Mercedes-BenzAMG CLS 53 4MATIC+ CoupeCompact36A9,241,0,0,0,0,1,0,0,3,277.42676,0
2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6,A9,4429.0,Mercedes-BenzAMG E 53 4MATIC+ SedanMid-size36A9,232,0,0,0,0,1,0,0,3,286.6415,0
2022,Maserati,Ghibli Modena,Mid-size,3.0,6,A8,3990.0,MaseratiGhibli ModenaMid-size36A8,271,0,0,0,1,0,0,0,3,302.83298,0
2022,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,5.0,8,AS8,3760.0,JaguarF-TYPE P450 Coupe AWDTwo-seater58AS8,299,0,0,1,0,0,0,0,4,297.3472,1
2022,Porsche,Macan GTS,SUV: Small,2.9,6,AM7,4321.0,PorscheMacan GTSSUV: Small2.96AM7,290,0,0,0,1,0,0,0,3,294.02167,0
2022,BMW,X3 M Competition,SUV: Small,3.0,6,AS8,5000.0,BMWX3 M CompetitionSUV: Small36AS8,323,0,0,0,0,0,0,1,3,309.42264,1
2022,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6,AS10,5623.0,FordExpedition Timberline 4X4SUV: Standard3.56AS10,317,0,0,0,0,1,0,0,3,323.40305,0
2022,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,6.4,8,A8,5103.0,JeepWrangler JL Unlimited 4X4SUV: Small6.48A8,387,0,0,0,0,1,0,0,4,360.85928,1
2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6,A9,4537.0,Mercedes-BenzE 450 4MATIC CabrioletSubcompact36A9,233,0,0,0,0,1,0,0,3,286.09958,0
2022,Maserati,Levante GT,SUV: Standard,3.0,6,A8,4607.0,MaseratiLevante GTSUV: Standard36A8,308,0,0,0,1,0,0,0,3,281.64587,0
2022,BMW,M4 Competition Cabriolet M xDrive,Subcompact,3.0,6,AS8,4233.0,BMWM4 Competition Cabriolet M xDriveSubcompact36AS8,301,0,0,0,0,0,1,0,3,297.50525,1
2022,BMW,M4 Competition Coupe M xDrive,Subcompact,3.0,6,AS8,3913.0,BMWM4 Competition Coupe M xDriveSubcompact36AS8,296,0,0,0,0,0,1,0,3,290.55237,0
2022,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,3806.0,Alfa RomeoGiulia QuadrifoglioMid-size2.96A8,271,0,0,0,0,0,1,0,3,288.5186,0
2022,Porsche,Cayenne Coupe,SUV: Standard,3.0,6,AS8,4663.0,PorscheCayenne CoupeSUV: Standard36AS8,289,0,0,0,1,0,0,0,3,303.2085,0
2022,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6,AS10,4860.0,FordF-150 Raptor 37 4X4Pickup truck: Standard3.56AS10,359,0,1,0,0,0,0,0,3,263.71753,0
2022,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,4586.0,DodgeCharger SRT Hellcat WidebodyFull-size6.28A8,368,0,0,0,0,1,0,0,4,371.7731,1
2022,BMW,M3 Competition Sedan M xDrive,Compact,3.0,6,AS8,3990.0,BMWM3 Competition Sedan M xDriveCompact36AS8,296,0,0,0,0,0,1,0,3,302.83298,1
2022,Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,4183.0,FordShelby GT500 MustangSubcompact5.28AM7,392,0,0,0,0,1,0,0,4,333.7227,1
2022,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,4275.0,BMWM550i xDrive SedanMid-size4.48AS8,271,0,0,0,0,1,0,0,2,316.95035,0
2022,Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3.0,6,A9,4255.0,Mercedes-BenzCLS 450 4MATIC CoupeCompact36A9,229,0,0,0,0,1,0,0,3,258.8098,0
2022,Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,4057.0,AudiRS 5 Sportback quattroMid-size2.96AS8,268,0,0,0,0,0,1,0,3,299.18896,1
2022,Maserati,Ghibli GT,Mid-size,3.0,6,A8,4140.0,MaseratiGhibli GTMid-size36A8,271,0,0,0,1,0,0,0,3,301.74823,0
2022,Lexus,LS 500 AWD,Mid-size,3.4,6,AS10,4905.0,LexusLS 500 AWDMid-size3.46AS10,270,0,0,0,0,0,1,0,3,283.753,0
2022,Audi,A7 Sportback 55 TFSI quattro,Mid-size,3.0,6,AM7,4332.0,AudiA7 Sportback 55 TFSI quattroMid-size36AM7,224,0,0,0,0,1,0,0,3,267.93796,0
2022,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4860.0,FordF-150 Raptor 37 4X4 (Without Stop-Start)Pickup truck: Standard3.56AS10,370,0,1,0,0,0,0,0,3,263.71753,0
2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5845.0,ChevroletTahoe 4WD (No Stop-Start)SUV: Standard6.28A10,353,0,0,0,0,1,0,0,4,330.43414,1
2022,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5998.0,GMCYukon XL 4WD (No Stop-Start)SUV: Standard6.28A10,353,0,0,0,0,1,0,0,4,368.11316,1
2022,Genesis,G90 AWD,Full-size,5.0,8,AS8,4663.0,GenesisG90 AWDFull-size58AS8,303,0,0,0,0,1,0,0,4,309.36136,0
2022,BMW,M4 Competition Coupe,Subcompact,3.0,6,AS8,3880.0,BMWM4 Competition CoupeSubcompact36AS8,292,0,0,0,0,0,1,0,3,279.92706,0
2022,BMW,X7 xDrive40i,SUV: Standard,3.0,6,AS8,5370.0,BMWX7 xDrive40iSUV: Standard36AS8,256,0,0,0,0,1,0,0,3,292.62524,0
2022,Audi,S6 Sedan quattro,Mid-size,2.9,6,AS8,4486.0,AudiS6 Sedan quattroMid-size2.96AS8,254,0,0,0,0,1,0,0,3,283.14706,0
2022,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,3071.0,Porsche718 Boxster STwo-seater2.54AM7,255,0,0,0,1,0,0,0,0,251.33095,0
2022,Porsche,718 Boxster S,Two-seater,2.5,4,M6,3071.0,Porsche718 Boxster STwo-seater2.54M6,263,0,0,0,1,0,0,0,0,251.33095,0
2022,BMW,X4 M Competition,SUV: Small,3.0,6,AS8,4431.0,BMWX4 M CompetitionSUV: Small36AS8,323,0,0,0,0,0,1,0,3,286.6415,0
2022,Audi,TT RS Coupe quattro,Subcompact,2.5,5,AM7,3307.0,AudiTT RS Coupe quattroSubcompact2.55AM7,235,0,0,0,0,0,0,1,0,198.57236,0
2022,BMW,M3 Competition Sedan,Compact,3.0,6,AS8,3890.0,BMWM3 Competition SedanCompact36AS8,292,0,0,0,0,0,1,0,3,280.00128,0
2022,Jaguar,F-TYPE P450 Convertible,Two-seater,5.0,8,AS8,3785.0,JaguarF-TYPE P450 ConvertibleTwo-seater58AS8,286,0,0,1,0,0,0,0,4,297.183,0
2022,Porsche,718 Cayman S,Two-seater,2.5,4,AM7,3086.0,Porsche718 Cayman STwo-seater2.54AM7,255,0,0,0,1,0,0,0,0,201.35156,0
2022,Porsche,718 Cayman S,Two-seater,2.5,4,M6,3086.0,Porsche718 Cayman STwo-seater2.54M6,263,0,0,0,1,0,0,0,0,201.35156,0
2022,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6,AS10,4860.0,FordF-150 Raptor 4X4Pickup truck: Standard3.56AS10,344,0,1,0,0,0,0,0,3,263.71753,0
2022,BMW,M4 Coupe,Subcompact,3.0,6,M6,3830.0,BMWM4 CoupeSubcompact36M6,293,0,0,0,0,0,1,0,3,278.78925,0
2022,Jeep,Wagoneer 4X4,SUV: Standard,5.7,8,A8,6191.0,JeepWagoneer 4X4SUV: Standard5.78A8,323,0,0,0,0,1,0,0,4,324.8468,0
2022,Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,5889.0,InfinitiQX80 4WDSUV: Standard5.68AS7,355,0,0,0,0,1,0,0,4,346.85205,1
2022,Porsche,718 Boxster T,Two-seater,2.0,4,AM7,3058.0,Porsche718 Boxster TTwo-seater24AM7,236,0,0,0,1,0,0,0,0,189.72502,0
2022,Porsche,718 Boxster T,Two-seater,2.0,4,M6,3058.0,Porsche718 Boxster TTwo-seater24M6,245,0,0,0,1,0,0,0,0,189.72502,0
2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3.0,6,A9,4530.0,Mercedes-BenzE 450 4MATIC All-Terrain WagonStation wagon: Mid-size36A9,229,0,0,0,0,1,0,0,3,286.09958,0
2022,Audi,Q8 55 TFSI quattro,SUV: Standard,3.0,6,AS8,4960.0,AudiQ8 55 TFSI quattroSUV: Standard36AS8,273,0,0,0,0,1,0,0,3,288.8736,0
2022,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,4860.0,FordF-150 Raptor 4X4 (Without Stop-Start)Pickup truck: Standard3.56AS10,357,0,1,0,0,0,0,0,3,263.71753,0
2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,5692.0,FordExpedition Timberline 4X4 (Without Stop-Start)SUV: Standard3.56AS10,326,0,0,0,0,1,0,0,3,326.2525,1
2022,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,5378.0,DodgeDurango AWD SRTSUV: Standard6.48A8,363,0,0,0,0,1,0,0,4,369.66602,1
2022,BMW,M3 Sedan,Compact,3.0,6,M6,3840.0,BMWM3 SedanCompact36M6,293,0,0,0,0,0,1,0,3,279.677,0
2022,Jaguar,F-TYPE P450 Coupe,Two-seater,5.0,8,AS8,3760.0,JaguarF-TYPE P450 CoupeTwo-seater58AS8,286,0,0,1,0,0,0,0,4,297.3472,1
2022,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.0,6,A9,4603.0,Mercedes-BenzE 450 4MATIC CoupeSubcompact36A9,225,0,0,0,0,1,0,0,3,281.64587,0
2022,Porsche,718 Cayman T,Two-seater,2.0,4,AM7,3064.0,Porsche718 Cayman TTwo-seater24AM7,236,0,0,0,1,0,0,0,0,196.20721,0
2022,Porsche,718 Cayman T,Two-seater,2.0,4,M6,3064.0,Porsche718 Cayman TTwo-seater24M6,245,0,0,0,1,0,0,0,0,196.20721,0
2022,Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3.0,6,A9,5016.0,Mercedes-BenzGLE 450 4MATIC SUVSUV: Standard36A9,244,0,0,0,0,1,0,0,3,309.42264,0
2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3.0,6,A9,4235.0,Mercedes-BenzAMG GLC 43 4MATIC SUVSUV: Small36A9,264,0,0,0,0,0,1,0,3,297.50525,1
2022,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6,A9,4204.0,Mercedes-BenzAMG C 43 4MATIC CabrioletSubcompact36A9,256,0,0,0,0,0,1,0,3,296.72018,1
2022,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,3907.0,ChevroletCamaro ZL1Subcompact6.28AS10,355,0,0,0,0,0,1,0,4,350.022,1
2022,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,3907.0,ChevroletCamaro ZL1Subcompact6.28M6,349,0,0,0,0,0,1,0,4,350.022,1
2022,GMC,Yukon 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,5827.0,GMCYukon 4WD (No Stop-Start)SUV: Standard6.28A10,353,0,0,0,0,1,0,0,4,330.43414,1
2022,Chevrolet,Corvette,Two-seater,6.2,8,AS8,3366.0,ChevroletCorvetteTwo-seater6.28AS8,297,0,0,1,0,0,0,0,4,325.7302,1
2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,5320.0,ChevroletSilverado 4WDPickup truck: Standard6.28A10,329,0,1,0,0,0,0,0,4,365.76602,1
2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5320.0,ChevroletSilverado 4WD (No Stop-Start)Pickup truck: Standard6.28A10,345,0,1,0,0,0,0,0,4,365.76602,1
2022,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8,A10,5320.0,ChevroletSilverado 4WD Custom Trail BossPickup truck: Standard6.28A10,352,0,1,0,0,0,0,0,4,365.76602,1
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,5209.0,ChevroletSilverado 4WD Mud Terrain TirePickup truck: Standard6.28A10,352,0,1,0,0,0,0,0,4,355.806,1
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,5209.0,ChevroletSilverado 4WD Mud Terrain Tire (No Stop-Start)Pickup truck: Standard6.28A10,385,0,1,0,0,0,0,0,4,355.806,1
2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,5620.0,ChevroletSilverado 4WD ZR2Pickup truck: Standard6.28A10,366,0,1,0,0,0,0,0,4,334.59848,1
2022,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,5700.0,ToyotaTundra Hybrid 4WD TRD PROPickup truck: Standard3.46AS10,277,0,1,0,0,0,0,0,3,310.2981,0
2022,BMW,X6 xDrive40i,SUV: Standard,3.0,6,AS8,4784.0,BMWX6 xDrive40iSUV: Standard36AS8,241,0,0,0,0,1,0,0,3,289.94916,0
2022,Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3.0,6,AM7,4266.0,AudiA6 allroad 55 TFSI quattroStation wagon: Mid-size36AM7,234,0,0,0,0,1,0,0,3,280.69525,0
2022,Land Rover,Defender 110 P400,SUV: Standard,3.0,6,AS8,5035.0,Land RoverDefender 110 P400SUV: Standard36AS8,287,0,0,0,0,1,0,0,3,309.42264,0
2022,Audi,Q3 45 TFSI quattro,SUV: Small,2.0,4,AS8,3916.0,AudiQ3 45 TFSI quattroSUV: Small24AS8,233,0,0,0,0,0,0,1,0,231.35162,0
2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3.0,6,A9,4233.0,Mercedes-BenzAMG GLC 43 4MATIC CoupeSUV: Small36A9,287,0,0,0,0,0,1,0,3,297.50525,1
2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,4422.0,DodgeChallenger SRT HellcatMid-size6.28A8,339,0,0,0,0,1,0,0,4,344.0083,1
2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,4422.0,DodgeChallenger SRT HellcatMid-size6.28M6,352,0,0,0,0,1,0,0,4,344.0083,1
2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,4473.0,DodgeChallenger SRT Hellcat WidebodyMid-size6.28A8,359,0,0,0,0,1,0,0,4,338.80518,1
2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,4473.0,DodgeChallenger SRT Hellcat WidebodyMid-size6.28M6,352,0,0,0,0,1,0,0,4,338.80518,1
2022,Land Rover,Defender 110 P300,SUV: Standard,2.0,4,AS8,5278.0,Land RoverDefender 110 P300SUV: Standard24AS8,306,0,0,0,0,1,0,0,0,221.8313,0
2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,6016.0,ChevroletSuburban 4WD (No Stop-Start)SUV: Standard6.28A10,353,0,0,0,0,1,0,0,4,368.11316,1
2022,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3.0,6,A9,4222.0,Mercedes-BenzE 450 4MATIC SedanMid-size36A9,218,0,0,0,0,1,0,0,3,283.16144,0
2022,Porsche,Macan S,SUV: Small,2.9,6,AM7,4254.0,PorscheMacan SSUV: Small2.96AM7,289,0,0,0,1,0,0,0,3,279.47382,0
2022,BMW,Z4 M40i,Two-seater,3.0,6,AS8,3428.0,BMWZ4 M40iTwo-seater36AS8,223,0,0,1,0,0,0,0,3,268.14902,0
2022,GMC,Yukon XL 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5841.0,GMCYukon XL 4WD (No Stop-Start)SUV: Standard5.38A10,354,0,0,0,0,1,0,0,4,317.10086,0
2022,Audi,S5 Coupe quattro,Subcompact,3.0,6,AS8,3605.0,AudiS5 Coupe quattroSubcompact36AS8,227,0,0,0,0,0,0,1,3,289.44394,1
2022,Audi,S5 Sportback quattro,Mid-size,3.0,6,AS8,3605.0,AudiS5 Sportback quattroMid-size36AS8,227,0,0,0,0,0,1,0,3,289.44394,0
2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,5824.0,ChevroletSuburban 4WD (No Stop-Start)SUV: Standard5.38A10,354,0,0,0,0,1,0,0,4,317.10086,0
2022,Land Rover,Discovery P360,SUV: Standard,3.0,6,AS8,5160.0,Land RoverDiscovery P360SUV: Standard36AS8,270,0,0,0,0,1,0,0,3,300.47217,0
2022,BMW,X5 xDrive40i,SUV: Standard,3.0,6,AS8,4863.0,BMWX5 xDrive40iSUV: Standard36AS8,241,0,0,0,0,0,1,0,3,275.949,0
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A8,4614.0,GMCSierraPickup truck: Standard5.38A8,314,0,1,0,0,0,0,0,4,313.0295,0
2022,GMC,Sierra,Pickup truck: Standard,5.3,8,A10,4614.0,GMCSierraPickup truck: Standard5.38A10,305,0,1,0,0,0,0,0,4,313.0295,0
2022,Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2.0,4,A9,4718.0,Mercedes-BenzGLE 350 4MATIC SUVSUV: Standard24A9,250,0,0,0,0,1,0,0,0,251.2673,0
2022,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6,A9,3913.0,Mercedes-BenzAMG C 43 4MATIC CoupeSubcompact36A9,252,0,0,0,0,0,1,0,3,290.55237,0
2022,Audi,Q7 55 TFSI quattro,SUV: Standard,3.0,6,AS8,4971.0,AudiQ7 55 TFSI quattroSUV: Standard36AS8,273,0,0,0,0,1,0,0,3,288.8736,0
2022,Mercedes-Benz,GLE 450 4MATIC Coupe,SUV: Standard,3.0,6,A9,5016.0,Mercedes-BenzGLE 450 4MATIC CoupeSUV: Standard36A9,247,0,0,0,0,1,0,0,3,309.42264,0
2022,Ram,1500 EcoDiesel,Pickup truck: Standard,3.0,6,A8,6990.0,Ram1500 EcoDieselPickup truck: Standard36A8,243,0,1,0,0,0,0,0,3,283.2377,0
2022,BMW,X4 M,SUV: Small,3.0,6,AS8,4597.0,BMWX4 MSUV: Small36AS8,323,0,0,0,0,0,1,0,3,281.64587,0
2022,BMW,X4 M40i,SUV: Small,3.0,6,AS8,4403.0,BMWX4 M40iSUV: Small36AS8,241,0,0,0,0,0,1,0,3,278.2234,0
2022,BMW,540i xDrive Sedan,Full-size,3.0,6,AS8,4050.0,BMW540i xDrive SedanFull-size36AS8,219,0,0,0,0,0,1,0,3,302.4174,1
2022,GMC,Yukon XL (No Stop-Start),SUV: Standard,5.3,8,A10,5633.0,GMCYukon XL (No Stop-Start)SUV: Standard5.38A10,332,0,0,0,0,1,0,0,4,310.46494,0
2022,Audi,SQ5 Sportback quattro,SUV: Small,3.0,6,AS8,4288.0,AudiSQ5 Sportback quattroSUV: Small36AS8,262,0,0,0,0,0,1,0,3,278.39407,0
2022,Audi,TTS Coupe quattro,Subcompact,2.0,4,AM7,3263.0,AudiTTS Coupe quattroSubcompact24AM7,209,0,0,0,0,0,0,1,0,230.76491,0
2022,Audi,A6 Sedan 55 TFSI quattro,Mid-size,3.0,6,AM7,4266.0,AudiA6 Sedan 55 TFSI quattroMid-size36AM7,224,0,0,0,0,1,0,0,3,280.69525,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,5209.0,ChevroletSilverado 4WD Mud Terrain TirePickup truck: Standard5.38A10,361,0,1,0,0,0,0,0,4,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,5.3,8,A10,5209.0,ChevroletSilverado 4WD Mud Terrain Tire (No Stop-Start)Pickup truck: Standard5.38A10,364,0,1,0,0,0,0,0,4,311.10825,0
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,5209.0,ChevroletSilverado 4WD Mud Terrain Tire (No DFM)Pickup truck: Standard5.38A10,381,0,1,0,0,0,0,0,4,311.10825,0
2022,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2.0,4,A9,3924.0,Mercedes-BenzE 350 4MATIC SedanMid-size24A9,229,0,0,0,0,0,1,0,0,222.33153,0
2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,3860.0,CadillacCT4-V BlackwingCompact3.66AS10,297,0,0,0,0,0,1,0,3,277.40842,0
2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,3860.0,CadillacCT4-V BlackwingCompact3.66M6,303,0,0,0,0,0,1,0,3,277.40842,0
2022,Land Rover,Defender 90 P300,SUV: Standard,2.0,4,AS8,7716.0,Land RoverDefender 90 P300SUV: Standard24AS8,289,0,0,0,0,1,0,0,0,221.51227,0
2022,BMW,M440i xDrive Cabriolet,Subcompact,3.0,6,AS8,3858.0,BMWM440i xDrive CabrioletSubcompact36AS8,211,0,0,0,0,1,0,0,3,277.3577,0
2022,BMW,M440i xDrive Coupe,Subcompact,3.0,6,AS8,3858.0,BMWM440i xDrive CoupeSubcompact36AS8,214,0,0,0,0,1,0,0,3,277.3577,0
